BayID	DeviceID	Description1	Description2	Description3	Description4	Description5	Description6	DisabilityExt1	DisabilityExt2	DisabilityExt3	DisabilityExt4	DisabilityExt5	DisabilityExt6	Duration1	Duration2	Duration3	Duration4	Duration5	Duration6	EffectiveOnPH1	EffectiveOnPH2	EffectiveOnPH3	EffectiveOnPH4	EffectiveOnPH5	EffectiveOnPH6	EndTime1	EndTime2	EndTime3	EndTime4	EndTime5	EndTime6	Exemption1	Exemption2	Exemption3	Exemption4	Exemption5	Exemption6	FromDay1	FromDay2	FromDay3	FromDay4	FromDay5	FromDay6	StartTime1	StartTime2	StartTime3	StartTime4	StartTime5	StartTime6	ToDay1	ToDay2	ToDay3	ToDay4	ToDay5	ToDay6	TypeDesc1	TypeDesc2	TypeDesc3	TypeDesc4	TypeDesc5	TypeDesc6
"3,640"	20359	1P M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P	2P				
"3,642"	20361	1P M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P	2P				
"3,644"	20362	1P M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P	2P				
"3,661"	20366	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,663"	20367	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,665"	20368	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,667"	20369	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,669"	20370	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,671"	20371	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,673"	20372	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,675"	20373	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,676"	20374	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,678"	20375	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,680"	20376	2P TKT A M-F 7:30-18:30	2P TKT A SAT 7:30-12:30					240	240					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Ticket A	2P Ticket A				
"3,682"	20377	1/4P M-SAT 7:30-18:30						30						15						0						18:30:00												1						7:30:00						6						1/4P					
"3,684"	20378	1/4P M-SAT 7:30-18:30						30						15						0						18:30:00												1						7:30:00						6						1/4P					
"3,686"	20596	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,688"	20597	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,690"	20598	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,692"	20599	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,693"	20600	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,694"	20601	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,695"	20602	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,696"	20603	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,697"	20604	1/2P RPA M-SUN 7:30-18:30						60						30						0						18:30:00						Residents Permit Accepted						1						7:30:00						0						1/2P					
"3,698"	20488	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,699"	20605	LZ 30M M-F 7:30-19:30	2P S-S 7:30-18:30					0	240					30	120					0	0					19:30:00	18:30:00											1	6					7:30:00	7:30:00					5	0					Loading Zone 30M	2P				
"3,700"	20489	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,701"	20490	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,702"	20491	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"6,164"	17259	1P M-SUN 7:30-23:00						120						60						0						23:00:00												1						7:30:00						0						1P					
"3,703"	20492	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,704"	20493	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,705"	20494	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,706"	20495	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,707"	20496	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,708"	20497	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,709"	20498	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,710"	20499	1P MTR M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P Meter	2P				
"3,711"	20500	1/4P M-F 7:30-18:30	1/4P SAT 7:30-12:30					30	30					15	15					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	1/4P				
"3,713"	20501	1/4P M-SUN 7:30-22:00						30						15						0						22:00:00												1						7:30:00						0						1/4P					
"3,714"	20502	1P M-F 7:30-18:30	2P SAT 7:30-12:30					120	240					60	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P	2P				
"3,717"	20503	1P DIS M-SUN 7:00-18:30						0						60						0						18:30:00												1						7:00:00						0						1P Disabled Only					
"3,719"	20504	1P M-F 7:30-18:30	1P SAT 7:30-12:30					120	120					60	60					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1P	1P				
"3,720"	20505	1P A RPE M-F 7:30-18:30	1P A RPE SAT 7:30-12:30					120	120					60	60					0	0					18:30:00	12:30:00					A RPE	A RPE					1	6					7:30:00	7:30:00					5	6					1P	1P				
"3,721"	20506	2P DIS M-F 7:30-18:30	2P DIS SAT 7:30-12:30					0	0					120	120					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					2P Disabled Only	2P Disabled Only				
"3,722"	20507	LZ 30M M-F 7:30-18:30	LZ 30M SAT 7:30-12:30					0	0					30	30					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					Loading Zone 30M	Loading Zone 30M				
"3,723"	20508	2P DIS M-SUN 0:00-23:59						0						120						0						23:59:59						Disabled Logo						1						0:00:00						0						2P Disabled Only					
"3,724"	20509	2P DIS M-SUN 0:00-23:59						0						120						0						23:59:59						Disabled Logo						1						0:00:00						0						2P Disabled Only					
"3,725"	20510	1/4P M-F 7:30-18:30	1/4P SAT 7:30-12:30					30	30					15	15					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	1/4P				
"3,726"	20511	1/4P M-F 7:30-18:30	1/4P SAT 7:30-12:30					30	30					15	15					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	1/4P				
"3,727"	20512	LZ 30M M-F 7:30-18:30	LZ 30M SAT 7:30-12:30					0	0					30	30					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					Loading Zone 30M	Loading Zone 30M				
"3,730"	20513	1/4P M-F 7:30-18:30	1/4P SAT 7:30-12:30					30	30					15	15					0	0					18:30:00	12:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	1/4P				
"3,758"	19488	2P MTR M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,759"	19489	2P MTR M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,760"	19490	2P MTR M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,761"	19491	2P MTR M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,764"	19492	2P MTR M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,765"	19493	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,766"	19494	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,767"	19495	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"6,165"	17261	1P M-SUN 7:30-23:00						120						60						0						23:00:00												1						7:30:00						0						1P					
"3,768"	19496	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,769"	19497	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,770"	19498	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,771"	19499	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,772"	19500	1P TKT 6.00 AM - 6.30PM MON-SAT	2P TKTA M-SAT 6.30PM - 8.30PM	2P SUN 6:00-18:30				120	240	240				60	120	120				0	0	0				18:30:00	20:30:00	18:30:00										1	1	0				6:00:00	18:30:00	6:00:00				6	6	0				1P Ticket A	2P Ticket A	2P			
"3,797"	19932	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,798"	19933	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,799"	19934	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,800"	19935	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,801"	19936	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,802"	19937	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,803"	19938	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,804"	19939	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,805"	19940	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,806"	19941	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,807"	19942	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,808"	19943	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,809"	19944	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,810"	19945	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,811"	19946	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,812"	19947	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,813"	19948	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,814"	19949	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,815"	19950	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,816"	19951	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,817"	19952	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,818"	19953	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,819"	19954	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,820"	19955	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,821"	19956	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,822"	19957	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,823"	19958	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,824"	19959	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,825"	19960	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,826"	19961	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,827"	19962	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,828"	19963	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,829"	19964	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,830"	19965	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,831"	19966	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,832"	19967	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,833"	19968	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,834"	19969	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,835"	19970	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,836"	19971	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,837"	19972	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,838"	19973	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,839"	19974	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,840"	19975	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,841"	19976	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,842"	19977	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,843"	19978	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,844"	19979	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,845"	19980	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,846"	19981	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,847"	19982	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,848"	19983	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,849"	19984	4P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					480	240					240	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					4P Meter	2P				
"3,857"	20083	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,858"	20084	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,859"	20085	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,860"	20086	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,861"	20087	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,862"	20088	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,863"	20089	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,864"	20090	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,865"	20091	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,866"	20092	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,867"	20093	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,868"	20094	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,869"	20095	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,870"	20096	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,871"	20097	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,872"	20098	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,873"	20099	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,874"	20100	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,875"	20101	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
"3,876"	20102	2P MTR M-SAT 7:30-18:30	2P SUN 7:30-18:30					240	240					120	120					0	0					18:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Meter	2P				
