BayID	DeviceID	Description1	Description2	Description3	Description4	Description5	Description6	DisabilityExt1	DisabilityExt2	DisabilityExt3	DisabilityExt4	DisabilityExt5	DisabilityExt6	Duration1	Duration2	Duration3	Duration4	Duration5	Duration6	EffectiveOnPH1	EffectiveOnPH2	EffectiveOnPH3	EffectiveOnPH4	EffectiveOnPH5	EffectiveOnPH6	EndTime1	EndTime2	EndTime3	EndTime4	EndTime5	EndTime6	Exemption1	Exemption2	Exemption3	Exemption4	Exemption5	Exemption6	FromDay1	FromDay2	FromDay3	FromDay4	FromDay5	FromDay6	StartTime1	StartTime2	StartTime3	StartTime4	StartTime5	StartTime6	ToDay1	ToDay2	ToDay3	ToDay4	ToDay5	ToDay6	TypeDesc1	TypeDesc2	TypeDesc3	TypeDesc4	TypeDesc5	TypeDesc6
"1,879"	9242	1P MTR M-SAT 7:30-19:30	2P SUN 7:30-18:30					120	240					60	120					0	0					19:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					1P Meter	2P				
"1,265"	17872	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,266"	17873	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,267"	17874	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,268"	17875	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,269"	17876	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,270"	17877	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,271"	17878	P10 M-F 10:00-16:00	P10 M-F 19:00-19:30	P10 SAT 7:30-19:30	P10 SUN 7:30-18:30			20	20	20	20			10	10	10	10			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			10:00:00	19:00:00	7:30:00	7:30:00			5	5	6	0			P 10 Mins	P 10 Mins	P 10 Mins	P 10 Mins		
"1,272"	17879	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,273"	17880	P10 M-F 10:00-16:00	P10 M-F 19:00-19:30	P10 SAT 7:30-19:30	P10 SUN 7:30-18:30			20	20	20	20			10	10	10	10			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			10:00:00	19:00:00	7:30:00	7:30:00			5	5	6	0			P 10 Mins	P 10 Mins	P 10 Mins	P 10 Mins		
"1,274"	17881	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,275"	17882	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,276"	17883	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,277"	17884	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,278"	17885	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,279"	17886	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,280"	17887	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,282"	17888	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,283"	17889	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,284"	17890	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,285"	17891	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,286"	17892	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,287"	17893	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P MTR SAT 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,288"	17894	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,290"	17895	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P SAT 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P			
"1,291"	17896	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P MTR SAT 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,292"	17897	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P MTR SAT 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,293"	17898	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P S-S 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	0				2P Meter	2P Meter	2P			
"1,294"	17899	2P MTR M-F 10:00-16:00	2P MTR M-F 19:00-19:30	2P MTR SAT 7:30-19:30				240	240	240				120	120	120				0	0	0				16:00:00	19:30:00	19:30:00										1	1	6				10:00:00	19:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,295"	17900	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,296"	17901	2P MTR M-F 10:00-16:00	2P MTR SAT 7:30-20:30					240	240					120	120					0	0					16:00:00	20:30:00											1	6					10:00:00	7:30:00					5	6					2P Meter	2P Meter				
"1,297"	17953	2P DIS AOT 0:00-7:00	2P DIS AOT 18:30-23:59	2P DIS AOT 0:00-23:59				0	0	0				120	120	120				1	1	1				7:00:00	23:59:00	23:59:00										1	1	6				0:00:00	18:30:00	0:00:00				5	5	0				2P Disabled Only	2P Disabled Only	2P Disabled Only			
"1,299"	17955	1P MTR M-F 7:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				7:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,301"	17957	1P MTR M-F 7:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				7:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,303"	17958	1P MTR M-F 7:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				7:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,304"	17959	1P MTR M-F 9:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,305"	17960	1P MTR M-F 9:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,306"	17961	1P MTR M-F 9:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,307"	17962	2P DIS AOT 0.00- 23.59						0						120						1						23:59:59												1						0:00:00						0						2P Disabled Only					
"1,309"	17963	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,310"	17964	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,311"	17965	1/2P M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P					
"1,312"	17966	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,313"	17967	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,316"	17969	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,318"	17970	1P MTR M-F 9:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR SAT 7.30-6.30PM				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,319"	17971	1P MTR M-F 9:30-16:00	2P MTR M-SAT 18.30 - 20.30	1P MTR Sat 7.30am to 6.30pm				120	240	120				60	120	60				0	0	0				16:00:00	20:30:00	18:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	6	6				1P Meter	2P	1P Meter			
"1,320"	17972	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,321"	17973	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,322"	17974	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,323"	17975	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,881"	18843	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,324"	17976	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,325"	17977	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,326"	17978	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,327"	17979	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,328"	17980	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,329"	17981	2P TKT A M-SAT 7:30-20:30	2P SUN 7:30-18:30					240	240					120	120					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	2P				
"1,330"	17982	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,332"	17983	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,334"	17984	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,336"	17986	1/4P M-F 7:30-19:30	2P SAT 7:30-19:30					30	240					15	120					0	0					19:30:00	19:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	2P				
"1,337"	17987	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,338"	17988	1/4P M-F 7:30-19:30	2P SAT 7:30-19:30					30	240					15	120					0	0					19:30:00	19:30:00											1	6					7:30:00	7:30:00					5	6					1/4P	2P				
"1,339"	17989	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,340"	17990	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,341"	17991	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,342"	17992	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,343"	17993	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,344"	17994	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,345"	17995	1/2P MTR M-SAT 7:30-19:30						60						30						0						19:30:00												1						7:30:00						6						1/2P Meter					
"1,346"	17996	LZ 15M M-F 7:30-19:30	2P SAT 7:30-19:30					0	240					15	120					0	0					19:30:00	19:30:00											1	6					7:30:00	7:30:00					5	6					Loading Zone 15M	2P				
"1,347"	17997	LZ 15M M-F 7:30-19:30	2P SAT 7:30-19:30					0	240					15	120					0	0					19:30:00	19:30:00											1	6					7:30:00	7:30:00					5	6					Loading Zone 15M	2P				
"1,348"	17998	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,349"	17999	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,350"	18000	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,351"	18001	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,352"	18002	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,353"	18003	1P MTR M-SAT 7:30-18:30	2P MTR M-SAT 18.30 - 20.30					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Meter	2P				
"1,354"	18004	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,356"	18005	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,358"	18006	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,882"	18844	2P MTR M-SAT 7:30-20:30						240						120						0						20:30:00												1						7:30:00						6						2P Meter					
"1,359"	18007	1P TKT A M-SAT 7:30-18:30	2P TKTA M-SAT 6.30PM - 8.30PM					120	240					60	120					0	0					18:30:00	20:30:00											1	1					7:30:00	18:30:00					6	6					1P Ticket A	2P Ticket A				
"1,367"	17906	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:00-19:30					60	60					30	30					0	0					16:00:00	19:30:00											1	1					9:30:00	18:00:00					5	5					1/2P Meter	1/2P Meter				
"1,368"	17907	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:00-19:30					60	60					30	30					0	0					16:00:00	19:30:00											1	1					9:30:00	18:00:00					5	5					1/2P Meter	1/2P Meter				
"1,369"	17908	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:00-19:30					60	60					30	30					0	0					16:00:00	19:30:00											1	1					9:30:00	18:00:00					5	5					1/2P Meter	1/2P Meter				
"1,370"	17909	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:00-19:30					60	60					30	30					0	0					16:00:00	19:30:00											1	1					9:30:00	18:00:00					5	5					1/2P Meter	1/2P Meter				
"1,371"	17910	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,372"	17911	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,373"	17912	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,374"	17913	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,375"	17914	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,376"	17915	2P MTR M-F 9:30-16:00	2P MTR M-F 18:00-2030	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
"1,382"	17921	P/5 M-SUN 0:00-23:59 - No Park						10						5						0						23:59:00												1						0:00:00						0						P/ 05 Min - No Park					
"1,383"	17922	P/5 M-SUN 0:00-23:59 - No Park						10						5						0						23:59:00												1						0:00:00						0						P/ 05 Min - No Park					
"1,385"	17923	2P TKT A M-F 9:30-16:00	2P TKT A M-F 18:00-20:30	2P TKT A SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Ticket A	2P Ticket A	2P Ticket A			
"1,386"	17924	2P TKT A M-F 9:30-16:00	2P TKT A M-F 18:00-20:30	2P TKT A SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Ticket A	2P Ticket A	2P Ticket A			
"1,387"	17925	2P TKT A M-F 9:30-16:00	2P TKT A M-F 18:00-20:30	2P TKT A SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:00:00	7:30:00				5	5	6				2P Ticket A	2P Ticket A	2P Ticket A			
"1,397"	18517	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:30-19:30	1/2P MTR SAT 7:30-1930	1P SUN 7:30-18:30			60	60	60	120			30	30	30	60			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			9:30:00	18:30:00	7:30:00	7:30:00			5	5	6	0			1/2P Meter	1/2P Meter	1/2P Meter	1P		
"1,398"	18518	2P MTR M-F 9:30-16:00	2P MTR M-F 16:30-20:30	2P MTR SAT 7:30-20:30	1P SUN 7:30-18:30			240	240	240	120			120	120	120	60			0	0	0	0			16:00:00	20:30:00	20:30:00	18:30:00									1	1	6	0			9:30:00	16:30:00	7:30:00	7:30:00			5	5	6	0			2P Meter	2P Meter	2P Meter	1P		
"1,399"	18519	2P MTR M-F 9:30-16:00	2P MTR M-F 16:30-20:30	2P MTR SAT 7:30-20:30	1P SUN 7:30-18:30			240	240	240	120			120	120	120	60			0	0	0	0			16:00:00	20:30:00	20:30:00	18:30:00									1	1	6	0			9:30:00	16:30:00	7:30:00	7:30:00			5	5	6	0			2P Meter	2P Meter	2P Meter	1P		
"1,400"	18520	2P MTR M-F 9:30-16:00	2P MTR M-F 16:30-20:30	2P MTR SAT 7:30-20:30	1P SUN 7:30-18:30			240	240	240	120			120	120	120	60			0	0	0	0			16:00:00	20:30:00	20:30:00	18:30:00									1	1	6	0			9:30:00	16:30:00	7:30:00	7:30:00			5	5	6	0			2P Meter	2P Meter	2P Meter	1P		
"1,407"	18521	2P MTR M-F 7:30-16:00						240						120						0						16:00:00												1						7:30:00						5						2P Meter					
"1,409"	12828	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,410"	23061	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,411"	23062	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,412"	23063	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,413"	23064	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,414"	23065	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,415"	23066	2P TKT A M-SAT 7:30-20:30	1P SUN 7:30-18:30					240	120					120	60					0	0					20:30:00	18:30:00											1	0					7:30:00	7:30:00					6	0					2P Ticket A	1P				
"1,416"	23067	1/4P M-SUN 0:00-23:59						30						15						0						23:59:00												1						0:00:00						0						1/4P					
"1,417"	23068	LZ 15M M-F 7:30-18:30						0						15						0						18:30:00												1						7:30:00						5						Loading Zone 15M					
"1,419"	23069	LZ 15M M-F 7:30-18:30						0						15						0						18:30:00												1						7:30:00						5						Loading Zone 15M					
"1,427"	18523	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:30-19:30	1/2P MTR SAT 7:30-1930	1P SUN 7:30-18:30			60	60	60	120			30	30	30	60			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			9:30:00	18:30:00	7:30:00	7:30:00			5	5	6	0			1/2P Meter	1/2P Meter	1/2P Meter	1P		
"1,428"	18524	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:30-19:30	1/2P MTR SAT 7:30-1930	1P SUN 7:30-18:30			60	60	60	120			30	30	30	60			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			9:30:00	18:30:00	7:30:00	7:30:00			5	5	6	0			1/2P Meter	1/2P Meter	1/2P Meter	1P		
"1,429"	18525	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:30-19:30	1/2P MTR SAT 7:30-1930	1P SUN 7:30-18:30			60	60	60	120			30	30	30	60			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			9:30:00	18:30:00	7:30:00	7:30:00			5	5	6	0			1/2P Meter	1/2P Meter	1/2P Meter	1P		
"1,430"	18526	1/2P MTR M-F 9:30-16:00	1/2P MTR M-F 18:30-19:30	1/2P MTR SAT 7:30-1930	1P SUN 7:30-18:30			60	60	60	120			30	30	30	60			0	0	0	0			16:00:00	19:30:00	19:30:00	18:30:00									1	1	6	0			9:30:00	18:30:00	7:30:00	7:30:00			5	5	6	0			1/2P Meter	1/2P Meter	1/2P Meter	1P		
"1,431"	18527	2P DIS ONLY 7.30 - 20.30	P DIS ONLY 20.30 - 23.59					0	0					120	"1,440"					1	1					20:30:00	23:59:59											1	1					7:30:00	20:30:00					0	0					2P Disabled Only	Disabled Only				
"1,440"	18535	2P MTR M-F 9:30-16:00	2P MTR M-F 18:30-20:30	2P MTR SAT 7:30-20:30				240	240	240				120	120	120				0	0	0				16:00:00	20:30:00	20:30:00										1	1	6				9:30:00	18:30:00	7:30:00				5	5	6				2P Meter	2P Meter	2P Meter			
