"bay_id	st_marker_id	location	lat	lon",
"2276	3980N	""(-37.812833205807721"," 144.95238165136749)""	-37.81283321	144.9523817"
"2020	3466N	""(-37.812137240716964"," 144.95886518417487)""	-37.81213724	144.9588652"
"2078	3575S	""(-37.813889274742053"," 144.95298376427485)""	-37.81388927	144.9529838"
"5996	3961S	""(-37.812772116876957"," 144.95309081481827)""	-37.81277212	144.9530908"
"1268	4460E	""(-37.813762602331778"," 144.95464600127997)""	-37.8137626	144.954646"
"2373	3165S	""(-37.814039838410437"," 144.95652067559277)""	-37.81403984	144.9565207"
"6761	13105W	""(-37.820822290043751"," 144.94413532958737)""	-37.82082229	144.9441353"
"4364	C7162	""(-37.807183763255608"," 144.95370856309313)""	-37.80718376	144.9537086"
"2264	3962N	""(-37.812652545854959"," 144.95301682737201)""	-37.81265255	144.9530168"
"4310	C6956	""(-37.809255658086165"," 144.95607714143563)""	-37.80925566	144.9560771"
"5917	12804N	""(-37.802797366629292"," 144.96722700727861)""	-37.80279737	144.967227"
"1981	3394N	""(-37.809998952508153"," 144.96616574550026)""	-37.80999895	144.9661657"
"2274	3978N	""(-37.812815741242019"," 144.95244308838497)""	-37.81281574	144.9524431"
"1265	4457W	""(-37.813942286538413"," 144.9544788735468)""	-37.81394229	144.9544789"
"2347	3016N	""(-37.813148808357624"," 144.95894694196463)""	-37.81314881	144.9589469"
"5513	11959W	""(-37.814840111933549"," 144.98267969467264)""	-37.81484011	144.9826797"
"5405	11745W	""(-37.810486544165244"," 144.97534584991223)""	-37.81048654	144.9753458"
"1269	4461W	""(-37.813835405377418"," 144.95442917943757)""	-37.81383541	144.9544292"
"1283	4475W	""(-37.813123455113463"," 144.95409876871096)""	-37.81312346	144.9540988"
"4909	9331S	""(-37.829533520854142"," 144.96842092608614)""	-37.82953352	144.9684209"
"1270	4462E	""(-37.813717054231752"," 144.9546250621392)""	-37.81371705	144.9546251"
"1280	4472E	""(-37.813119294078248"," 144.95434710890345)""	-37.81311929	144.9543471"
"1279	4471W	""(-37.81322449815903"," 144.95414579772691)""	-37.8132245	144.9541458"
"1263	4455W	""(-37.814007530878627"," 144.95450918061928)""	-37.81400753	144.9545092"
"1287	4479W	""(-37.812954382908501"," 144.95402179334599)""	-37.81295438	144.9540218"
"1271	4463W	""(-37.813779839945596"," 144.95440347767521)""	-37.81377984	144.9544035"
"1278	4470E	""(-37.813174328647555"," 144.95437297842477)""	-37.81317433	144.954373"
"6420	13666E	""(-37.821095699038239"," 144.9454458649189)""	-37.8210957	144.9454459"
"3345	6029S	""(-37.810472752898221"," 144.9568441346413)""	-37.81047275	144.9568441"
"5346	8873W	""(-37.825391778180418"," 144.96059234765062)""	-37.82539178	144.9605923"
"1296	4499W	""(-37.814169551060949"," 144.95458438993739)""	-37.81416955	144.9545844"
"5349	8879W	""(-37.825150616605697"," 144.96087364458117)""	-37.82515062	144.9608736"
"5760	12437S	""(-37.811925235667786"," 144.97554373941932)""	-37.81192524	144.9755437"
"4236	C6788	""(-37.809347521916777"," 144.95679676276313)""	-37.80934752	144.9567968"
"6387	13637W	""(-37.820073050548601"," 144.94433782123173)""	-37.82007305	144.9443378"
"6383	13629W	""(-37.82039383410654"," 144.94448538974817)""	-37.82039383	144.9444854"
"5411	11782E	""(-37.81114140680296"," 144.97555535203242)""	-37.81114141	144.9755554"
"5270	4501W	""(-37.811813848379799"," 144.95349263264424)""	-37.81181385	144.9534926"
"3016	5094E	""(-37.804455223910679"," 144.95774694686025)""	-37.80445522	144.9577469"
"3556	7082N	""(-37.808791860357971"," 144.95367661676431)""	-37.80879186	144.9536766"
"6327	13472E	""(-37.818715077190603"," 144.94982717855757)""	-37.81871508	144.9498272"
"6333	13484E	""(-37.819540248903678"," 144.95047711086528)""	-37.81954025	144.9504771"
"4570	8011W	""(-37.829848302533918"," 144.96907528608108)""	-37.8298483	144.9690753"
"4819	9200N	""(-37.831124100903146"," 144.96686521645307)""	-37.8311241	144.9668652"
"2586	C3162	""(-37.813920460683988"," 144.9566026852782)""	-37.81392046	144.9566027"
"4022	C6082	""(-37.805072748446051"," 144.95227728626963)""	-37.80507275	144.9522773"
"1726	2325S	""(-37.81799908365862"," 144.95413365111636)""	-37.81799908	144.9541337"
"1040	1232E	""(-37.812183507610769"," 144.95953164410531)""	-37.81218351	144.9595316"
"915	C676	""(-37.814337850036907"," 144.96880285791764)""	-37.81433785	144.9688029"
"7054	4682Ea	""(-37.805095592625918"," 144.95922821031803)""	-37.80509559	144.9592282"
"2889	4829W	""(-37.810693279586026"," 144.95861283648847)""	-37.81069328	144.9586128"
"2890	4831W	""(-37.810642456762096"," 144.95858961927934)""	-37.81064246	144.9585896"
"2896	4852E	""(-37.809669921316988"," 144.95839108494835)""	-37.80966992	144.9583911"
"6323	13403W	""(-37.821409639621322"," 144.95114172325242)""	-37.82140964	144.9511417"
"2897	4854E	""(-37.80961956356937"," 144.95836857665074)""	-37.80961956	144.9583686"
"4521	3776N	""(-37.810092659349536"," 144.96188646739495)""	-37.81009266	144.9618865"
"937	C756	""(-37.813361220876381"," 144.96835416664783)""	-37.81336122	144.9683542"
"2700	10330E	""(-37.803192964359091"," 144.94399913772605)""	-37.80319296	144.9439991"
"2291	2690N	""(-37.809759585042542"," 144.97054665335827)""	-37.80975959	144.9705467"
"950	C806	""(-37.811376972713418"," 144.96744408990745)""	-37.81137697	144.9674441"
"2888	4827W	""(-37.810744102415704"," 144.95863605259268)""	-37.8107441	144.9586361"
"7063	4702Ea	""(-37.804574591411523"," 144.95899051504404)""	-37.80457459	144.9589905"
"6207	13327W	""(-37.819748534917963"," 144.94690880762465)""	-37.81974853	144.9469088"
"2397	3262N	""(-37.8142201444428"," 144.95521798190521)""	-37.81422014	144.955218"
"1397	1568N	""(-37.818539456244224"," 144.9633833526658)""	-37.81853946	144.9633834"
"6559	13780E	""(-37.812831901711874"," 144.93898875585504)""	-37.8128319	144.9389888"
"6051	13024N	""(-37.82111334454023"," 144.94677773089683)""	-37.82111334	144.9467777"
"1386	1557W	""(-37.814746605188205"," 144.95203857227574)""	-37.81474661	144.9520386"
"5627	12278N	""(-37.809665989431579"," 144.97742655758265)""	-37.80966599	144.9774266"
"715	490E	""(-37.810660838043908"," 144.97003886735973)""	-37.81066084	144.9700389"
"6610	13849S	""(-37.814356924696291"," 144.94093017590635)""	-37.81435692	144.9409302"
"2906	4873W	""(-37.808565382684684"," 144.95769079903101)""	-37.80856538	144.9576908"
"6890	14227W	""(-37.795697269719135"," 144.96471318429107)""	-37.79569727	144.9647132"
"6562	13786E	""(-37.812617031304953"," 144.93885869174545)""	-37.81261703	144.9388587"
"6174	13238N	""(-37.81947680107077"," 144.94473701119708)""	-37.8194768	144.944737"
"6719	2250N	""(-37.8167224880061"," 144.95819584076014)""	-37.81672249	144.9581958"
"2677	10186E	""(-37.803895316621507"," 144.94957135301303)""	-37.80389532	144.9495714"
"5765	12447S	""(-37.811979437947194"," 144.97604402583713)""	-37.81197944	144.976044"
"5234	11522N	""(-37.811844612475191"," 144.95165833500184)""	-37.81184461	144.9516583"
"1225	1450E	""(-37.81687971022528"," 144.95607793664942)""	-37.81687971	144.9560779"
"1352	1374E	""(-37.81225321800099"," 144.95676707375989)""	-37.81225322	144.9567671"
"5581	12095W	""(-37.810785476147487"," 144.98336409317636)""	-37.81078548	144.9833641"
"2074	3571S	""(-37.813846870590616"," 144.95313410600158)""	-37.81384687	144.9531341"
"6082	13229S	""(-37.819418766692962"," 144.94555089252822)""	-37.81941877	144.9455509"
"6695	5082E	""(-37.804704440449001"," 144.95785871800302)""	-37.80470444	144.9578587"
"3019	5100E	""(-37.804378178842995"," 144.9577120543801)""	-37.80437818	144.9577121"
"3017	5096E	""(-37.804433746083262"," 144.95773733427549)""	-37.80443375	144.9577373"
"2083	3581S	""(-37.81394360083452"," 144.95279115470265)""	-37.8139436	144.9527912"
"3020	5102E	""(-37.804356261532547"," 144.95770235546706)""	-37.80435626	144.9577024"
"3021	5104E	""(-37.804335100882575"," 144.95769222970844)""	-37.8043351	144.9576922"
"3023	5108E	""(-37.804292539726006"," 144.95767318591783)""	-37.80429254	144.9576732"
"3004	5062E	""(-37.805122926784591"," 144.95805252500634)""	-37.80512293	144.9580525"
"5023	9457S	""(-37.830298119492127"," 144.96578230858955)""	-37.83029812	144.9657823"
"3052	5160E	""(-37.802675841177461"," 144.9569246049777)""	-37.80267584	144.9569246"
"597	45W	""(-37.812739614100892"," 144.97354908285308)""	-37.81273961	144.9735491"
"4948	9375S	""(-37.82974225140741"," 144.96769851391045)""	-37.82974225	144.9676985"
"3051	5158E	""(-37.802697782916944"," 144.95693467587512)""	-37.80269778	144.9569347"
"3053	5162E	""(-37.802655417875677"," 144.9569150738626)""	-37.80265542	144.9569151"
"1252	1487W	""(-37.815139987566226"," 144.95503476630259)""	-37.81513999	144.9550348"
"3041	5144E	""(-37.802927325678375"," 144.95704074236181)""	-37.80292733	144.9570407"
"2354	3056N	""(-37.813210280092093"," 144.95873642045331)""	-37.81321028	144.9587364"
"6163	13216N	""(-37.818709045119519"," 144.94735470332984)""	-37.81870905	144.9473547"
"1358	1380E	""(-37.812084945163718"," 144.95668925071499)""	-37.81208495	144.9566893"
"1539	1906N	""(-37.814427554048081"," 144.9699063922132)""	-37.81442755	144.9699064"
"1990	3408N	""(-37.810168655900313"," 144.96558640523082)""	-37.81016866	144.9655864"
"3045	5148E	""(-37.802811330387733"," 144.95698706745429)""	-37.80281133	144.9569871"
"3571	7099S	""(-37.809081751945428"," 144.95320020955916)""	-37.80908175	144.9532002"
"1240	1466E	""(-37.815955787809941"," 144.95565717755073)""	-37.81595579	144.9556572"
"2752	4590E	""(-37.8074554010215"," 144.9659092443693)""	-37.8074554	144.9659092"
"3035	5136E	""(-37.803020100663687"," 144.95708351064553)""	-37.8030201	144.9570835"
"885	795W	""(-37.811387506548243"," 144.96732425324501)""	-37.81138751	144.9673243"
"1155	C1252	""(-37.811842425964684"," 144.95925722321431)""	-37.81184243	144.9592572"
"5126	9939S	""(-37.825988025073528"," 144.96750181404423)""	-37.82598803	144.9675018"
"2298	2795S	""(-37.810483289497625"," 144.96872515819538)""	-37.81048329	144.9687252"
"1647	2125S	""(-37.812453475238918"," 144.97315165880175)""	-37.81245348	144.9731517"
"808	C488	""(-37.810757881309087"," 144.96996162904333)""	-37.81075788	144.9699616"
"2234	3918N	""(-37.812088781467111"," 144.95501452913715)""	-37.81208878	144.9550145"
"2200	3874N	""(-37.811445729863927"," 144.95726101293968)""	-37.81144573	144.957261"
"3063	5185W	""(-37.811118854504144"," 144.95733326561364)""	-37.81111885	144.9573333"
"3064	5186E	""(-37.811110104570275"," 144.95746569444026)""	-37.8111101	144.9574657"
"3618	7566N	""(-37.805666347013904"," 144.9548941418044)""	-37.80566635	144.9548941"
"3883	C5662	""(-37.806542751100579"," 144.95503116061471)""	-37.80654275	144.9550312"
"3103	5259W	""(-37.804835955113163"," 144.95724570278736)""	-37.80483596	144.9572457"
"4107	C6360	""(-37.804170883524293"," 144.95093201778235)""	-37.80417088	144.950932"
"4037	C6112	""(-37.804662541975574"," 144.95235059041968)""	-37.80466254	144.9523506"
"3067	5192E	""(-37.811009851379367"," 144.95742106568312)""	-37.81100985	144.9574211"
"3094	5244E	""(-37.805125496378466"," 144.95732252331732)""	-37.8051255	144.9573225"
"4347	C7048	""(-37.807540537693143"," 144.95829091825448)""	-37.80754054	144.9582909"
"3065	5188E	""(-37.811057896791318"," 144.95744251760411)""	-37.8110579	144.9574425"
"3207	5468E	""(-37.807357612469147"," 144.95452348305315)""	-37.80735761	144.9545235"
"2035	3498N	""(-37.812567510346511"," 144.95737465445166)""	-37.81256751	144.9573747"
"2000	3420N	""(-37.810366379723348"," 144.96490944596707)""	-37.81036638	144.9649094"
"748	C232	""(-37.815549201462829"," 144.97216559883589)""	-37.8155492	144.9721656"
"3805	C5442	""(-37.808040365207674"," 144.95471250441659)""	-37.80804037	144.9547125"
"3150	5335W	""(-37.81069197577397"," 144.95580239415557)""	-37.81069198	144.9558024"
"6049	13020N	""(-37.821080420028864"," 144.94689159807888)""	-37.82108042	144.9468916"
"4553	10046N	""(-37.823062858213724"," 144.96568871854532)""	-37.82306286	144.9656887"
"4901	9323S	""(-37.829498231003967"," 144.96854243732656)""	-37.82949823	144.9685424"
"3138	5319W	""(-37.811100317629396"," 144.95598966814921)""	-37.81110032	144.9559897"
"3136	5317W	""(-37.811151371897445"," 144.95601305188356)""	-37.81115137	144.9560131"
"5259	4517W	""(-37.811148892942839"," 144.95318406523623)""	-37.81114889	144.9531841"
"3137	5318E	""(-37.811083898946436"," 144.95622895950092)""	-37.8110839	144.956229"
"3134	5315W	""(-37.811202435697993"," 144.95603644419748)""	-37.81120244	144.9560364"
"5576	12085W	""(-37.811041603110368"," 144.98332184983354)""	-37.8110416	144.9833218"
"5538	12009W	""(-37.813446910448953"," 144.98291802866538)""	-37.81344691	144.982918"
"6470	13800N	""(-37.813790116225142"," 144.94013828615101)""	-37.81379012	144.9401383"
"5795	12518N	""(-37.815271877740265"," 144.97602504340495)""	-37.81527188	144.976025"
"5529	11991W	""(-37.814013642148467"," 144.98282073109584)""	-37.81401364	144.9828207"
"3143	5324E	""(-37.810931117974675"," 144.95615893845672)""	-37.81093112	144.9561589"
"6035	13081S	""(-37.821153152846236"," 144.94309519557433)""	-37.82115315	144.9430952"
"3381	6205W	""(-37.806327776674436"," 144.95099393080554)""	-37.80632778	144.9509939"
"1735	2342N	""(-37.81180792712172"," 144.97122256967424)""	-37.81180793	144.9712226"
"605	55W	""(-37.810939832941621"," 144.97275523552528)""	-37.81093983	144.9727552"
"3184	5400E	""(-37.802789618555394"," 144.95670403805002)""	-37.80278962	144.956704"
"3161	5353W	""(-37.8101388554362"," 144.95554942093986)""	-37.81013886	144.9555494"
"3527	7015S	""(-37.807394333552367"," 144.95912402887325)""	-37.80739433	144.959124"
"6611	13851S	""(-37.814332433774084"," 144.94099267002002)""	-37.81433243	144.9409927"
"3255	5808E	""(-37.807049588045246"," 144.95347154735924)""	-37.80704959	144.9534715"
"6525	13725W	""(-37.812241028768454"," 144.93609876427519)""	-37.81224103	144.9360988"
"6584	13864N	""(-37.812380610360492"," 144.94102630728059)""	-37.81238061	144.9410263"
"576	122E	""(-37.808382611865326"," 144.97179122245075)""	-37.80838261	144.9717912"
"5064	9841S	""(-37.8253202292222"," 144.96979032702333)""	-37.82532023	144.9697903"
"5165	C1107	""(-37.81563518099307"," 144.96099024815436)""	-37.81563518	144.9609902"
"3156	5347W	""(-37.810291279230739"," 144.95561922791097)""	-37.81029128	144.9556192"
"5251	11527S	""(-37.811877296335766"," 144.95195758844477)""	-37.8118773	144.9519576"
"3182	5398E	""(-37.802841471235212"," 144.95669500867302)""	-37.80284147	144.956695"
"3157	5349W	""(-37.810240468158284"," 144.95559595907517)""	-37.81024047	144.955596"
"3262	5816E	""(-37.80695146534471"," 144.95348887821618)""	-37.80695147	144.9534889"
"3206	5464E	""(-37.807412109280989"," 144.95454822089039)""	-37.80741211	144.9545482"
"604	53W	""(-37.810988491329013"," 144.97277751464858)""	-37.81098849	144.9727775"
"6854	14068E	""(-37.79582800168442"," 144.95825051007211)""	-37.795828	144.9582505"
"6892	14231W	""(-37.795583508055053"," 144.96473230587634)""	-37.79558351	144.9647323"
"5021	9453S	""(-37.830278117349479"," 144.96585143464503)""	-37.83027812	144.9658514"
"3220	5534E	""(-37.806629361535542"," 144.95418903615206)""	-37.80662936	144.954189"
"3003	5060E	""(-37.805143544261242"," 144.9580620873935)""	-37.80514354	144.9580621"
"6836	14032E	""(-37.796860634763902"," 144.95811976545775)""	-37.79686063	144.9581198"
"7053	4666Ea	""(-37.80565059948588"," 144.9594860963411)""	-37.8056506	144.9594861"
"6873	14106E	""(-37.794484579525687"," 144.95841206961362)""	-37.79448458	144.9584121"
"1098	C1104	""(-37.81615792578755"," 144.96123071469276)""	-37.81615793	144.9612307"
"623	81W	""(-37.809087579597957"," 144.97187404914047)""	-37.80908758	144.971874"
"625	83W	""(-37.809036818966419"," 144.97185055816482)""	-37.80903682	144.9718506"
"626	85W	""(-37.80898632902354"," 144.9718271374436)""	-37.80898633	144.9718271"
"4839	9239S	""(-37.828847272042708"," 144.97077286290241)""	-37.82884727	144.9707729"
"633	93W	""(-37.808784203914691"," 144.97173397397381)""	-37.8087842	144.971734"
"6701	C154	""(-37.808521693038045"," 144.97173583776657)""	-37.80852169	144.9717358"
"1122	C1160	""(-37.813705622105587"," 144.96010553131964)""	-37.81370562	144.9601055"
"5043	9523S	""(-37.828416445114058"," 144.9661797637132)""	-37.82841645	144.9661798"
"3216	5520E	""(-37.806821187713709"," 144.95427686960062)""	-37.80682119	144.9542769"
"3227	5582E	""(-37.806186102186146"," 144.95398848073896)""	-37.8061861	144.9539885"
"6823	14006E	""(-37.798585264138701"," 144.95790739385961)""	-37.79858526	144.9579074"
"2028	3480N	""(-37.812363730811683"," 144.95808272508344)""	-37.81236373	144.9580827"
"6104	C13512	""(-37.819246218249525"," 144.94583840467715)""	-37.81924622	144.9458384"
"3267	5824E	""(-37.806785727017029"," 144.95351572574759)""	-37.80678573	144.9535157"
"3259	5812E	""(-37.806999440063301"," 144.95348042499199)""	-37.80699944	144.9534804"
"3261	5814E	""(-37.806975016292789"," 144.95348474873776)""	-37.80697502	144.9534847"
"3272	5831W	""(-37.806616825115654"," 144.95340801610314)""	-37.80661683	144.953408"
"3270	5829W	""(-37.806669845373833"," 144.9533988640851)""	-37.80666985	144.9533989"
"2899	4858E	""(-37.809517771350734"," 144.9583230798055)""	-37.80951777	144.9583231"
"3117	5276E	""(-37.804609202994286"," 144.95741398715555)""	-37.8046092	144.957414"
"864	686E	""(-37.814144605842856"," 144.96883702807355)""	-37.81414461	144.968837"
"3583	7135S	""(-37.80845888831557"," 144.95278988340453)""	-37.80845889	144.9527899"
"3253	5806E	""(-37.80707436128634"," 144.95346712590145)""	-37.80707436	144.9534671"
"3251	5802E	""(-37.807123634661693"," 144.95345834506008)""	-37.80712363	144.9534583"
"4653	8473W	""(-37.825353748614546"," 144.96669817494666)""	-37.82535375	144.9666982"
"3281	5844E	""(-37.80654533721858"," 144.95355827897623)""	-37.80654534	144.9535583"
"5463	11880E	""(-37.81058919833059"," 144.97831562076283)""	-37.8105892	144.9783156"
"3265	5822E	""(-37.80687697772585"," 144.95350115562144)""	-37.80687698	144.9535012"
"1979	3390N	""(-37.809961564038638"," 144.966293469833)""	-37.80996156	144.9662935"
"5247	11519S	""(-37.811805865654947"," 144.95221052712742)""	-37.81180587	144.9522105"
"3314	5998N	""(-37.809813588147819"," 144.95869373224883)""	-37.80981359	144.9586937"
"3316	6000N	""(-37.809831047280397"," 144.95863209276936)""	-37.80983105	144.9586321"
"5092	9890N	""(-37.825473138665132"," 144.96889751075298)""	-37.82547314	144.9688975"
"4019	C6076	""(-37.805142238409474"," 144.95226476285308)""	-37.80514224	144.9522648"
"4609	8338E	""(-37.82455114774325"," 144.96844623356418)""	-37.82455115	144.9684462"
"3306	5990N	""(-37.809704840991472"," 144.95907700930047)""	-37.80970484	144.959077"
"3348	6032E	""(-37.806447175321011"," 144.95215177266752)""	-37.80644718	144.9521518"
"1175	1384E	""(-37.819976710430396"," 144.95750229280671)""	-37.81997671	144.9575023"
"1816	2489S	""(-37.816786828425158"," 144.95467699586183)""	-37.81678683	144.954677"
"1190	1404E	""(-37.819059959252257"," 144.95708072444381)""	-37.81905996	144.9570807"
"4000	C6036	""(-37.806193609868053"," 144.95208047969871)""	-37.80619361	144.9520805"
"4311	C6958	""(-37.809229950896814"," 144.95601853339537)""	-37.80922995	144.9560185"
"4985	9417S	""(-37.830089224430509"," 144.96650423718739)""	-37.83008922	144.9665042"
"5866	C9166	""(-37.79844469920576"," 144.96517906410656)""	-37.7984447	144.9651791"
"4029	C6096	""(-37.804849913540728"," 144.95231726778994)""	-37.80484991	144.9523173"
"6877	14201W	""(-37.796428871705629"," 144.96458807251594)""	-37.79642887	144.9645881"
"3370	6185W	""(-37.806685705448437"," 144.95115689592672)""	-37.80668571	144.9511569"
"4317	C6972	""(-37.809356342797855"," 144.95626247620703)""	-37.80935634	144.9562625"
"6358	13518E	""(-37.821568707429464"," 144.95044131273914)""	-37.82156871	144.9504413"
"6603	13912E	""(-37.813905753953861"," 144.94127258566988)""	-37.81390575	144.9412726"
"1684	2227S	""(-37.816095056774344"," 144.9607249788028)""	-37.81609506	144.960725"
"1715	2307S	""(-37.817759023615928"," 144.95497021884225)""	-37.81775902	144.9549702"
"1811	2483S	""(-37.816727747755266"," 144.95488218897651)""	-37.81672775	144.9548822"
"6495	13715W	""(-37.815838654457124"," 144.93805563677972)""	-37.81583865	144.9380556"
"730	606E	""(-37.808693051268477"," 144.96913725924838)""	-37.80869305	144.9691373"
"733	618E	""(-37.808533040791204"," 144.96906408969812)""	-37.80853304	144.9690641"
"3377	6197W	""(-37.806508404689644"," 144.95107695594504)""	-37.8065084	144.951077"
"1450	1722N	""(-37.820777439767653"," 144.95564827630494)""	-37.82077744	144.9556483"
"5482	11887W	""(-37.810552941836207"," 144.97808174414126)""	-37.81055294	144.9780817"
"740	634E	""(-37.808319762391434"," 144.96896652050478)""	-37.80831976	144.9689665"
"6707	C530	""(-37.810350669651633"," 144.96977448275481)""	-37.81035067	144.9697745"
"3401	6243W	""(-37.805833524129163"," 144.95076915648878)""	-37.80583352	144.9507692"
"6269	13341W	""(-37.819257191048834"," 144.94841522503009)""	-37.81925719	144.9484152"
"1174	C996	""(-37.818483455253315"," 144.96230046361845)""	-37.81848346	144.9623005"
"3911	C5736	""(-37.805052375386154"," 144.95529500652719)""	-37.80505238	144.955295"
"737	626E	""(-37.808426401149944"," 144.96901530504044)""	-37.8084264	144.9690153"
"1707	2289S	""(-37.817539273365199"," 144.95572495465342)""	-37.81753927	144.955725"
"1950	3317S	""(-37.808730078015245"," 144.97068038862628)""	-37.80873008	144.9706804"
"2001	3422N	""(-37.810385657559365"," 144.96484325882975)""	-37.81038566	144.9648433"
"3489	6571S	""(-37.80833262834944"," 144.96017155337017)""	-37.80833263	144.9601716"
"3490	6573S	""(-37.808349623830168"," 144.96011295939604)""	-37.80834962	144.960113"
"739	630E	""(-37.808373132371699"," 144.96899090506162)""	-37.80837313	144.9689909"
"2327	2897S	""(-37.811204253937419"," 144.96624940584005)""	-37.81120425	144.9662494"
"5855	C9122	""(-37.798401576752617"," 144.96477429976787)""	-37.79840158	144.9647743"
"713	487W	""(-37.810710420252057"," 144.96981583528921)""	-37.81071042	144.9698158"
"5758	12433S	""(-37.811909247509377"," 144.97539585260029)""	-37.81190925	144.9753959"
"5274	4509W	""(-37.811613572085292"," 144.95339943824416)""	-37.81161357	144.9533994"
"3669	7628N	""(-37.804977876715569"," 144.94863909857207)""	-37.80497788	144.9486391"
"5462	11878E	""(-37.810640538745503"," 144.97830686917649)""	-37.81064054	144.9783069"
"1053	977W	""(-37.818609084976842"," 144.96223234915556)""	-37.81860908	144.9622323"
"5498	11929W	""(-37.815611651439795"," 144.98254836589291)""	-37.81561165	144.9825484"
"5764	12445S	""(-37.811971666350772"," 144.97597336621664)""	-37.81197167	144.9759734"
"6262	13428E	""(-37.819999358638697"," 144.94819170152437)""	-37.81999936	144.9481917"
"5360	8901W	""(-37.824136885599614"," 144.96206982579963)""	-37.82413689	144.9620698"
"3397	6237W	""(-37.805897198882192"," 144.95079789519866)""	-37.8058972	144.9507979"
"6267	13337W	""(-37.819144106537166"," 144.94841068516087)""	-37.81914411	144.9484107"
"3506	6659S	""(-37.808777366155233"," 144.95864886699871)""	-37.80877737	144.9586489"
"4887	9308N	""(-37.829168707974461"," 144.96924405094171)""	-37.82916871	144.9692441"
"602	50E	""(-37.812555409571758"," 144.97371740345093)""	-37.81255541	144.9737174"
"4692	8638E	""(-37.825653743856137"," 144.96257533947116)""	-37.82565374	144.9625753"
"4698	8644E	""(-37.825595706159845"," 144.96264463837639)""	-37.82559571	144.9626446"
"642	C112	""(-37.808825513519224"," 144.97187528196002)""	-37.80882551	144.9718753"
"5158	C1121	""(-37.815394713890242"," 144.96087379423869)""	-37.81539471	144.9608738"
"649	C140	""(-37.808660180045358"," 144.97179932029343)""	-37.80866018	144.9717993"
"4610	8340E	""(-37.82449764884997"," 144.96846225290599)""	-37.82449765	144.9684623"
"4712	8660E	""(-37.825439722079686"," 144.96282930600466)""	-37.82543972	144.9628293"
"6856	14072E	""(-37.795719936867613"," 144.95825968747079)""	-37.79571994	144.9582597"
"3565	7091S	""(-37.809001897408493"," 144.9534772576921)""	-37.8090019	144.9534773"
"2479	C2852	""(-37.810581882284993"," 144.9680535519939)""	-37.81058188	144.9680536"
"1311	1309W	""(-37.817379524945252"," 144.9588730845858)""	-37.81737952	144.9588731"
"6257	13418E	""(-37.819782786109386"," 144.94796145681474)""	-37.81978279	144.9479615"
"3543	7063S	""(-37.808731206508781"," 144.95441788009458)""	-37.80873121	144.9544179"
"2484	C2866	""(-37.810673729788846"," 144.96773921201267)""	-37.81067373	144.9677392"
"2418	C2658	""(-37.809640023848516"," 144.97128260982345)""	-37.80964002	144.9712826"
"4750	8711W	""(-37.824801126225459"," 144.96335239708915)""	-37.82480113	144.9633524"
"4385	C7204	""(-37.807628473671116"," 144.95277345048117)""	-37.80762847	144.9527735"
"4729	8678E	""(-37.82526181746293"," 144.96303807575481)""	-37.82526182	144.9630381"
"4234	C6780	""(-37.809354051295443"," 144.9568546411019)""	-37.80935405	144.9568546"
"2452	C2780	""(-37.810285789892674"," 144.96906663170893)""	-37.81028579	144.9690666"
"3553	7078N	""(-37.808736049599702"," 144.9538731599261)""	-37.80873605	144.9538732"
"4254	C6840	""(-37.809269943077972"," 144.95566110647576)""	-37.80926994	144.9556611"
"3555	7081S	""(-37.808903198742101"," 144.95381981654856)""	-37.8089032	144.9538198"
"6404	13661W	""(-37.819665759044241"," 144.94522467645936)""	-37.81966576	144.9452247"
"2417	C2656	""(-37.809632668693737"," 144.97130773342462)""	-37.80963267	144.9713077"
"802	C466	""(-37.811631552918342"," 144.97036030379877)""	-37.81163155	144.9703603"
"3563	7089S	""(-37.808982743650091"," 144.95354378886276)""	-37.80898274	144.9535438"
"3560	7086N	""(-37.808830932456559"," 144.95354178180258)""	-37.80883093	144.9535418"
"1172	C988	""(-37.8185269419495"," 144.96231965456715)""	-37.81852694	144.9623197"
"3592	7326E	""(-37.805683198393226"," 144.949364675499)""	-37.8056832	144.9493647"
"3574	7120N	""(-37.808200391205958"," 144.95327001108745)""	-37.80820039	144.95327"
"3596	7331W	""(-37.805528450384998"," 144.9492246059248)""	-37.80552845	144.9492246"
"5243	11511S	""(-37.811735846635464"," 144.95245853392669)""	-37.81173585	144.9524585"
"3600	7335W	""(-37.805454025065281"," 144.94923493373912)""	-37.80545403	144.9492349"
"5191	C8034	""(-37.810575354013444"," 144.95210147247849)""	-37.81057535	144.9521015"
"3566	7093S	""(-37.809021437205999"," 144.95340946528819)""	-37.80902144	144.9534095"
"1842	2551S	""(-37.813821817005902"," 144.96086345233527)""	-37.81382182	144.9608635"
"4534	10003S	""(-37.823615195660295"," 144.96940349360915)""	-37.8236152	144.9694035"
"2047	3518N	""(-37.813010209123576"," 144.95582559548387)""	-37.81301021	144.9558256"
"3533	7027S	""(-37.80751370170664"," 144.95871443993971)""	-37.8075137	144.9587144"
"3881	C5658	""(-37.806593723964909"," 144.95502220156141)""	-37.80659372	144.9550222"
"6922	10055S	""(-37.821908854610321"," 144.96309929184798)""	-37.82190885	144.9630993"
"5439	11830E	""(-37.813421042225798"," 144.97783755904641)""	-37.81342104	144.9778376"
"5560	12053W	""(-37.812256570648834"," 144.98311900188423)""	-37.81225657	144.983119"
